LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
b2d116e71df05622ed7dfd63e9f1c58b61544401fbef3e48a3d92f6d96b068f8,2,Draught proofing,Draught proofing,10.0,,£150 - £250
b2d116e71df05622ed7dfd63e9f1c58b61544401fbef3e48a3d92f6d96b068f8,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
b47389a052e899b0e5ec7a251ebcc3bb480e5e259ad006858a24fdf7f6e211b9,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
b47389a052e899b0e5ec7a251ebcc3bb480e5e259ad006858a24fdf7f6e211b9,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£5,000 - £10,000"
b47389a052e899b0e5ec7a251ebcc3bb480e5e259ad006858a24fdf7f6e211b9,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
b49697d9621702b7bf01ed1a63c82a52c8945deca309fc0e329a51d1bf068b29,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
b49697d9621702b7bf01ed1a63c82a52c8945deca309fc0e329a51d1bf068b29,2,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
b5b809ec8be2fbc4abc7b20d8131c43510dda1d8b1b1c0593ea3e589d1bae41a,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
b5b809ec8be2fbc4abc7b20d8131c43510dda1d8b1b1c0593ea3e589d1bae41a,2,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
b5b809ec8be2fbc4abc7b20d8131c43510dda1d8b1b1c0593ea3e589d1bae41a,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
bf171e27df477058f138deb26df95ee3ed1f1eb105c1f285669d3134930d77a8,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
c3575e3429f550641509e83e65a5d61e2826d1b15d4ca6c0281cadf5365b9cbc,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
c6cb0d0c095d4c810a06e84f906effc9a10db03879bb38094e28f23e278e72ce,1,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,"£600 - £1,500"
cf8cce92db5c868c30fb83db61ffff7f7b8c102bcc024bccbf2c92cd95230ed9,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
cf8cce92db5c868c30fb83db61ffff7f7b8c102bcc024bccbf2c92cd95230ed9,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£5,000 - £10,000"
cf8cce92db5c868c30fb83db61ffff7f7b8c102bcc024bccbf2c92cd95230ed9,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
d272aa9d10b796afdc90efc133c260002d560d8bb34795f284a908ce2687019f,1,High heat retention storage heaters and dual immersion cylinder and dual rate meter,High heat retention storage heaters,61.0,,"£1,200 - £2,400"
ed1445799859383b1f40e4b646f0b70e7aaf5d000eb3de676b9662ee5df3d12c,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
ed1445799859383b1f40e4b646f0b70e7aaf5d000eb3de676b9662ee5df3d12c,2,Draught proofing,Draught proofing,10.0,,£150 - £250
edaa2a27b1ecbfa6067119a799e1391219915cd9861981af0b33fce57489f9c8,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
ef2ebf938458bd84ec5b7ecca43eb3dba72295624a79482309b955c2a08f80c0,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
f2002bc1b8affab9e32df94a211fcf59ec5101df807b19e96311376173d2b11e,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
f2002bc1b8affab9e32df94a211fcf59ec5101df807b19e96311376173d2b11e,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£20 - £40
f2002bc1b8affab9e32df94a211fcf59ec5101df807b19e96311376173d2b11e,3,Draught proofing,Draught proofing,10.0,,£150 - £250
f2002bc1b8affab9e32df94a211fcf59ec5101df807b19e96311376173d2b11e,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
f97e9a47b1ba866b0e6245664441ff35742538cfa2369152e222d5a7be4c7b2f,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£150 - £175
fb6be4a7e43e2df6bbefe0e2f73740e454d1bb8f1b97ca20456a63850c7f4fe8,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,"£900 - £1,200"
fb6be4a7e43e2df6bbefe0e2f73740e454d1bb8f1b97ca20456a63850c7f4fe8,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
fb6be4a7e43e2df6bbefe0e2f73740e454d1bb8f1b97ca20456a63850c7f4fe8,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
fcf3a754cf15198ed9d98dbef02d5bd7c4c89309a903cb073c7b56d2ecb9d6e6,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
124ec3eeb066d575d1f1b16d66d26b61a09f93cc49671848b67360e7cccbec45,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
124ec3eeb066d575d1f1b16d66d26b61a09f93cc49671848b67360e7cccbec45,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
124ec3eeb066d575d1f1b16d66d26b61a09f93cc49671848b67360e7cccbec45,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
13e64921cd4ca1ae0f3aa2ac0ac72c2ce290b00bb1f7a1242ca61e0679394991,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
13e64921cd4ca1ae0f3aa2ac0ac72c2ce290b00bb1f7a1242ca61e0679394991,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
1aa7c007b54648efacc696309ee21e4d5d96f1f2ad59d1eb56d1adedd8af8b87,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
1aa7c007b54648efacc696309ee21e4d5d96f1f2ad59d1eb56d1adedd8af8b87,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
1f7d27b46b01036f8dd6fc1fce13d21386d5b5901d15429c1014f49ed2241552,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
1f7d27b46b01036f8dd6fc1fce13d21386d5b5901d15429c1014f49ed2241552,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
20a5df30087de428b542822b32f643de82c93cf8ace2581c8585354f2dd5fc23,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
217fa8ff90547c82240076d163166177256806c597c3b73ccad61aa581ec0a21,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
217fa8ff90547c82240076d163166177256806c597c3b73ccad61aa581ec0a21,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
217fa8ff90547c82240076d163166177256806c597c3b73ccad61aa581ec0a21,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
2968f42009b97c22be1fc146bced4cf0b4e741893c6131c5a75d719a5bbf44aa,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
29c676a8308e9b9cf233398dec68388f4a7e45d458355562d8d9f2cf5fea4345,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
29c676a8308e9b9cf233398dec68388f4a7e45d458355562d8d9f2cf5fea4345,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
29c676a8308e9b9cf233398dec68388f4a7e45d458355562d8d9f2cf5fea4345,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
32651fc62b7dc808c0119a89cb5fb5c8ae845e37633283f71cc89950bb54d1f2,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
32651fc62b7dc808c0119a89cb5fb5c8ae845e37633283f71cc89950bb54d1f2,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
32651fc62b7dc808c0119a89cb5fb5c8ae845e37633283f71cc89950bb54d1f2,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
32651fc62b7dc808c0119a89cb5fb5c8ae845e37633283f71cc89950bb54d1f2,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
457cb4339a482242bbe37b4027290c6a13cb575522d8164c6c57fa799a731ff6,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
45a8b59a7c769ef8e38c91acc58d2da62ef61395c880c354668c59ccd01514ea,1,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,500"
487debee4a7371ea5e19877aabe3f88908d595e2eb0933544d0299b95bf66c6c,1,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£20 - £40
500863374090079154c2395c1675a5f6fcbf8a6d4270a4f191195b2cbb3bb322,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
500863374090079154c2395c1675a5f6fcbf8a6d4270a4f191195b2cbb3bb322,2,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
5513a4b5e0c5f7ef401467e13aea3308e95abcbcdc5d84df62aef48e5440a29f,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
6246be41b5aff7641628fb50732b472fd9a6fadfaee332be5ed98ca04b3c8efa,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
6246be41b5aff7641628fb50732b472fd9a6fadfaee332be5ed98ca04b3c8efa,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
65710d1344bb7aa0b7603c48f84d6df66810ba8b46ab0c3aa46140b3d5fb38e8,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
65cc8a3ca7a2c7b14421857c57ec8b8044bbb8a7fa45bf5702cb9c402774a60c,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
65f5c48eb9df9e81093ddb93ae77ac940e600c777af7bce8d5a508d1377bb39d,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
6ca7d34430b1331b7736531d50d6d660c4fe5b97e17bf412350da527fc335d0e,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
6ca7d34430b1331b7736531d50d6d660c4fe5b97e17bf412350da527fc335d0e,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
6ca7d34430b1331b7736531d50d6d660c4fe5b97e17bf412350da527fc335d0e,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
6ca7d34430b1331b7736531d50d6d660c4fe5b97e17bf412350da527fc335d0e,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
6f2cc8accaf8097bad05fa7d8e50df660ed4c115d4c4a852bb4b2cb73cef945e,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
7147dba2f23433be69249b0020d0d20b210df924ebadcb80cff4cbb344cc2421,1,Draught proofing,Draught proofing,10.0,,£150 - £250
72aa99823d41c4e58c2313df34647f2cf7076c0e9da955ce4936be84df5b45f0,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
72aa99823d41c4e58c2313df34647f2cf7076c0e9da955ce4936be84df5b45f0,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
731db3ce258a9d248beca7ab1c194ce652fb62336a411ea5755a36446dd85f9b,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
91e993b86ab7a4a802ff999506cc137f3fb61af2aea788d744c147c3c6c6cd00,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
93add67295053993d4bdd14943d4f12a21d80319c1dcb219f5cfd1ada01b914a,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
93add67295053993d4bdd14943d4f12a21d80319c1dcb219f5cfd1ada01b914a,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,500"
99b84a07af00d01373bcd51367c8e3a34d2a628061f838a302f153aa7ece18be,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
a013dbf259719b7693933a2572df0940de135464e8a3a3da995a89a04d4cb2b4,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
a013dbf259719b7693933a2572df0940de135464e8a3a3da995a89a04d4cb2b4,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
a013dbf259719b7693933a2572df0940de135464e8a3a3da995a89a04d4cb2b4,3,Draught proofing,Draught proofing,10.0,,£150 - £250
a013dbf259719b7693933a2572df0940de135464e8a3a3da995a89a04d4cb2b4,4,High heat retention storage heaters and dual immersion cylinder and dual rate meter,High heat retention storage heaters,61.0,,"£800 - £1,600"
a2e77d8ef888f665596f97ddab38b4bca2dc26711742c53d7ca4f16b6828724e,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
a2e77d8ef888f665596f97ddab38b4bca2dc26711742c53d7ca4f16b6828724e,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£90 - £105
ae7235314f9f894a719af9517f52c13897d0febd7fb1154a2911dd998f314b6e,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
ae7235314f9f894a719af9517f52c13897d0febd7fb1154a2911dd998f314b6e,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£5,000 - £10,000"
b5d2ea456374c8f062761b9d559644a4d93e7722ab7c29cf7d5874eee618226d,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
b5d2ea456374c8f062761b9d559644a4d93e7722ab7c29cf7d5874eee618226d,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
b5d2ea456374c8f062761b9d559644a4d93e7722ab7c29cf7d5874eee618226d,3,Draught proofing,Draught proofing,10.0,,£150 - £250
b5d2ea456374c8f062761b9d559644a4d93e7722ab7c29cf7d5874eee618226d,4,High heat retention storage heaters and dual immersion cylinder and dual rate meter,High heat retention storage heaters,61.0,,"£800 - £1,600"
bd2c6d0ec334c33ac92a6cadc0cdaed7198cf35b6ceb368271434c9cdeddafc8,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
bd2c6d0ec334c33ac92a6cadc0cdaed7198cf35b6ceb368271434c9cdeddafc8,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
bd2c6d0ec334c33ac92a6cadc0cdaed7198cf35b6ceb368271434c9cdeddafc8,3,Draught proofing,Draught proofing,10.0,,£150 - £250
bd2c6d0ec334c33ac92a6cadc0cdaed7198cf35b6ceb368271434c9cdeddafc8,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £7,000"
bd2c6d0ec334c33ac92a6cadc0cdaed7198cf35b6ceb368271434c9cdeddafc8,5,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
bd2c6d0ec334c33ac92a6cadc0cdaed7198cf35b6ceb368271434c9cdeddafc8,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
c1e7444b46a579faf1f19e765279bc3d9929766bc4c687eda74fd95f8ccc723d,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
c35aad9438ad6d3dd7f72b0e03075a5a3aa43cba512f10f39d295d2c34fca596,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
c35aad9438ad6d3dd7f72b0e03075a5a3aa43cba512f10f39d295d2c34fca596,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
c35aad9438ad6d3dd7f72b0e03075a5a3aa43cba512f10f39d295d2c34fca596,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,500"
c9dca71a612ec573ce68deb5e78c14361f6b11ba69cfd26a94895ed39f3a6595,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
c9dca71a612ec573ce68deb5e78c14361f6b11ba69cfd26a94895ed39f3a6595,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
c9dca71a612ec573ce68deb5e78c14361f6b11ba69cfd26a94895ed39f3a6595,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
d7b984c7e353fc223cd9c7a1ede0dd4e6b0d6d7ea64e2b0bdd78749198dd3d00,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
d8a96ebd534e9efebabf63740f26c7e57105750677423c744b4ea5663ec530a8,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
e0a943ff023ed5629a7f4b6df26995838c96ceb8a26b3b52da0237afcea8a7d2,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
e0a943ff023ed5629a7f4b6df26995838c96ceb8a26b3b52da0237afcea8a7d2,2,Draught proofing,Draught proofing,10.0,,£150 - £250
e0a943ff023ed5629a7f4b6df26995838c96ceb8a26b3b52da0237afcea8a7d2,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
e0a943ff023ed5629a7f4b6df26995838c96ceb8a26b3b52da0237afcea8a7d2,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
eeef951fbf80d334237f27b869e1624c63951d4d09daf26fd916e4bba4ab94b7,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
eeef951fbf80d334237f27b869e1624c63951d4d09daf26fd916e4bba4ab94b7,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
fa4c7302ad450fd97afe46e730c76efb0995c1f2082366c2ca3ce2141212121e,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
fa4c7302ad450fd97afe46e730c76efb0995c1f2082366c2ca3ce2141212121e,2,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£220 - £250
fa4c7302ad450fd97afe46e730c76efb0995c1f2082366c2ca3ce2141212121e,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
fb0e57556adc57265edd92300352a0659ddec448f4ca6d4377be8724047dc0b2,1,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
30893b9bcce557e8aa534af525bee703c690b877c719b453b26fbe6998e66e85,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
30893b9bcce557e8aa534af525bee703c690b877c719b453b26fbe6998e66e85,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
4b306e4e703f4e423948391eafd8a6d14aaf10189c7d4a109248408249551405,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
5088a7c5f9c520ceef642699652cd3dfecf6fab5e140bda0728974b7aa97482f,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
5088a7c5f9c520ceef642699652cd3dfecf6fab5e140bda0728974b7aa97482f,2,Draught proofing,Draught proofing,10.0,,£150 - £250
5088a7c5f9c520ceef642699652cd3dfecf6fab5e140bda0728974b7aa97482f,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
5ab34be6a63d7149f8b80145d6f81aed0ca341bb8067e3716a717bdb2ca40ab9,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
5ab34be6a63d7149f8b80145d6f81aed0ca341bb8067e3716a717bdb2ca40ab9,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£240 - £280
628825577a3ca831baec693af8b562d1713dd77288ea8d41d367ed8d38cedd53,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
628825577a3ca831baec693af8b562d1713dd77288ea8d41d367ed8d38cedd53,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£20 - £40
628825577a3ca831baec693af8b562d1713dd77288ea8d41d367ed8d38cedd53,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,500"
64f277de10884de533ab9597e85a189987364e8baf1d54d40814ab06eb159775,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
6e12117cf62ae24fedd061f0b73fc8d54b32a757682d4ea1c458505c753fb121,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
6e12117cf62ae24fedd061f0b73fc8d54b32a757682d4ea1c458505c753fb121,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
6e12117cf62ae24fedd061f0b73fc8d54b32a757682d4ea1c458505c753fb121,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£90 - £105
78b7ad32b06c1a974a9261d8a05d836a8f1f964714689861b94017820e11cbbd,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
78b7ad32b06c1a974a9261d8a05d836a8f1f964714689861b94017820e11cbbd,2,Draught proofing,Draught proofing,10.0,,£150 - £250
78b7ad32b06c1a974a9261d8a05d836a8f1f964714689861b94017820e11cbbd,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
7b1dd83093c8fdbd9d7392d5e81e5904aab730e2f188380af6663805db3dfc67,1,Replacement glazing units,Replacement glazing units,56.0,,"£4,500 - £6,000"
814fcdc6d0a1da8b22a1abcf3da7bd85196174f604e7d5b5c025352ff523c963,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
814fcdc6d0a1da8b22a1abcf3da7bd85196174f604e7d5b5c025352ff523c963,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
8a4e8a2ddf9320123dbe00012268c34acee9ee6b8871455ccc1f773fbcae2d13,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
99d9d74bf8f2428d862b38ba16a16b95f78a0100405f97573da9997ade36d3b7,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
99d9d74bf8f2428d862b38ba16a16b95f78a0100405f97573da9997ade36d3b7,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
9bd1c4a5cff65ec2d67e00d4152ec3a632ed65adfc25178783b572de2c166037,1,Draught proofing,Draught proofing,10.0,,£150 - £250
9bd1c4a5cff65ec2d67e00d4152ec3a632ed65adfc25178783b572de2c166037,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
9bd1c4a5cff65ec2d67e00d4152ec3a632ed65adfc25178783b572de2c166037,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
9caf022c2a650e8a3a8e01de0bd2bcb80b902d8ecc8aaae923c135364c0e4a6a,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
9caf022c2a650e8a3a8e01de0bd2bcb80b902d8ecc8aaae923c135364c0e4a6a,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£20 - £40
9caf022c2a650e8a3a8e01de0bd2bcb80b902d8ecc8aaae923c135364c0e4a6a,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,500"
b6adf5ae907112db6fc7d85ba3b6c3e97e4672b39000e0dd3a5568f293df14ca,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
b6adf5ae907112db6fc7d85ba3b6c3e97e4672b39000e0dd3a5568f293df14ca,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£60 - £70
cc57b3ab7e9d63e88bcef54aeef48088157148529fbc68e500c81ebbab3af2f2,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
cc57b3ab7e9d63e88bcef54aeef48088157148529fbc68e500c81ebbab3af2f2,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,500"
d91381982dea40256fe8922182b68ce35ec30749ac3994ec50a87bf940e6f248,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
d91381982dea40256fe8922182b68ce35ec30749ac3994ec50a87bf940e6f248,2,Draught proofing,Draught proofing,10.0,,£150 - £250
d91381982dea40256fe8922182b68ce35ec30749ac3994ec50a87bf940e6f248,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
e775f6945ba03c0ecef2fc9996dc2a31b7d0f10e62cefbdfc15779f9c8c082b7,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
e775f6945ba03c0ecef2fc9996dc2a31b7d0f10e62cefbdfc15779f9c8c082b7,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
ed32d6435a922089be23392d71f47fa34234cb7463fe6e52453cb41e50a135cb,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
ed32d6435a922089be23392d71f47fa34234cb7463fe6e52453cb41e50a135cb,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
ef1fc59da7fe6f51d9cd18f7868cf7c92231d390f7dd27bc914dc21b721c4a53,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
ef1fc59da7fe6f51d9cd18f7868cf7c92231d390f7dd27bc914dc21b721c4a53,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
ef1fc59da7fe6f51d9cd18f7868cf7c92231d390f7dd27bc914dc21b721c4a53,3,Draught proofing,Draught proofing,10.0,,£150 - £250
ef1fc59da7fe6f51d9cd18f7868cf7c92231d390f7dd27bc914dc21b721c4a53,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
09ea55191452b6e676892897bfcc37662cec356cafde6f21bc84421702a0cce4,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
1b32f2c904beefc765f1c3221da5d2d1c32734419a1a3a5dae3ecb21d1a85f11,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
1b32f2c904beefc765f1c3221da5d2d1c32734419a1a3a5dae3ecb21d1a85f11,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
1b32f2c904beefc765f1c3221da5d2d1c32734419a1a3a5dae3ecb21d1a85f11,3,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£220 - £250
